0.0,0.0,0.0,-0.5,78691101.69520491,4.818440290620578e-09,1373558.289503035,-847.476920385431,1.3840348433123369e+19,0.0
1.1907975319498056e-12,9.302160694524275e-05,9.77698096981468e-06,-0.49999836437017886,76971506.71774004,16360826.37295501,1373558.289503035,-2.8775748817522217e+18,1.3537902627444517e+19,0.0
2.3815950638996113e-12,0.00018197771004957453,3.868062150304887e-05,-0.4999967287403577,71887876.58233827,32006603.79496052,1373558.289503035,-5.629385523143282e+18,1.2643783586493614e+19,0.0
3.572392595849417e-12,0.000262980488077158,8.54476896962045e-05,-0.49999509311053664,63662391.04401143,46253534.4872633,1373558.289503035,-8.135164202513906e+18,1.1197068730180985e+19,0.0
4.7631901277992225e-12,0.000332489719395479,0.00014803423359427648,-0.4999934574807155,52654544.46271148,58478957.18486626,1373558.289503035,-1.0285396010583134e+19,9.260986645910956e+18,0.0
5.953987659749028e-12,0.00038746750715246137,0.00022370491199030426,-0.49999182185089436,39345434.123547636,68148560.51036334,1373558.289503035,-1.1986105193094466e+19,6.920153686901348e+18,0.0
7.144785191698834e-12,0.00042551105037924586,0.00030915254235137153,-0.4999901862210732,24316733.90833683,74839735.02115186,1373558.289503035,-1.3162962355608814e+19,4.2768758194604805e+18,0.0
8.33558272364864e-12,0.0004449576582643555,0.0004006426410360037,-0.4999885505912521,8225272.27293173,78260043.33017726,1373558.289503035,-1.3764533025301232e+19,1.446677346768176e+18,0.0
9.526380255598445e-12,0.0004449574179583582,0.0004941766386812955,-0.49998691496143094,-8225674.40167384,78260001.0646737,1373558.289503035,-1.376452559155989e+19,-1.446748073976029e+18,0.0
1.071717778754825e-11,0.00042551033996374166,0.0005856666374409052,-0.49998527933160986,-24317118.462066017,74839610.07185252,1373558.289503035,-1.3162940379276014e+19,-4.2769434555398917e+18,0.0
1.1907975319498056e-11,0.00038746635767616944,0.0006711140723191442,-0.4999836437017887,-39345784.29536582,68148358.33817002,1373558.289503035,-1.1986069634644543e+19,-6.920215275821451e+18,0.0
1.3098772851447861e-11,0.0003324881810959912,0.000746784468218104,-0.4999820080719676,-52654844.94838005,58478686.62570267,1373558.289503035,-1.0285348424096033e+19,-9.261039495931638e+18,0.0
1.4289570383397668e-11,0.000262978628186028,0.0008093706549513857,-0.49998037244214644,-63662628.710821986,46253207.36590173,1373558.289503035,-8.135106667754238e+18,-1.1197110531495215e+19,0.0
